95;124;35;203;b_br_27_s_o_jos_do_rio_preto;x;
96;119;41;159;b_br_27_tanabi;x;
97;115;71;161;b_br_27_jos_bonif_cio;x;
98;95;26;175;b_br_27_boturuna;x;
99;56;58;183;b_br_27_catanduva;x;
100;40;70;177;b_br_27_novo_horizonte;x;
101;61;94;138;b_br_27_urup_s;x;
102;141;24;116;b_br_27_fernand_polis;x;
103;148;2;124;b_br_27_jales;x;
104;142;6;141;b_br_27_santa_f_do_sul;x;
105;158;59;91;b_br_27_ouroeste;x;
106;67;192;186;b_br_27_votuporanga;x;
107;81;237;186;b_br_27_riol_ndia;x;
108;34;195;185;b_br_27_nhandeara;x;
109;114;160;0;b_br_27_ilha_solteira;x;
110;146;181;2;b_br_27_pereira_barreto;x;
111;146;165;12;b_br_27_auriflama;x;
112;110;176;0;b_br_27_buritama;x;
113;25;147;71;b_br_27_mar_lia;x;
114;47;191;103;b_br_27_gar_a;x;
115;35;173;99;b_br_27_nova_col_mbia;x;
116;146;77;15;b_br_27_assis;x;
117;102;80;5;b_br_27_paragua_u_paulista;x;
118;115;67;41;b_br_27_maraca_;x;
119;96;78;2;b_br_27_catequese;x;
120;100;64;32;b_br_27_ourinhos;x;
121;110;107;66;b_br_27_santa_cruz_do_rio_pardo;x;
122;66;126;28;b_br_27_campos_novos_paulista;x;
123;118;158;172;b_br_27_tup_;x;
124;155;213;170;b_br_27_osvaldo_cruz;x;
125;110;197;176;b_br_27_pomp_ia;x;
126;84;216;97;b_br_27_mogi_gua_u;x;
127;81;214;97;b_br_27_esp_rito_santo_do_pinhal;x;
128;44;143;116;b_br_27_s_o_jo_o_da_boa_vista;x;
129;84;152;84;b_br_27_santa_cruz_das_palmeiras;x;
130;156;230;161;b_br_27_mococa;x;
131;130;239;224;b_br_27_s_o_jos_do_rio_pardo;x;
132;140;232;194;b_br_27_tamba_;x;
133;24;195;140;b_br_27_amparo;x;
134;58;250;140;b_br_27_socorro;x;
135;97;194;113;b_br_27_ara_atuba;x;
136;74;189;119;b_br_27_birigui;x;
137;74;151;109;b_br_27_pen_polis;x;
138;119;172;108;b_br_27_sant_polis_do_aguape_;x;
139;22;202;0;b_br_27_lins;x;
140;21;224;11;b_br_27_piraju_;x;
141;64;255;14;b_br_27_f_tima;x;
142;74;214;35;b_br_27_bacuriti;x;
143;13;50;38;b_br_27_andradina;x;
144;12;107;17;b_br_27_mirandop_lis;x;
145;69;47;15;b_br_27_castilho;x;
146;165;224;50;b_br_27_presidente_prudente;x;
147;175;243;91;b_br_27_rancharia;x;
148;147;230;56;b_br_27_santo_anast_cio;x;
149;132;214;103;b_br_27_pirapozinho;x;
150;96;203;189;b_br_27_presidente_epit_cio;x;
151;65;180;177;b_br_27_presidente_venceslau;x;
152;76;172;174;b_br_27_teodoro_sampaio;x;
153;82;199;218;b_br_27_mirante_do_paranapanema;x;
154;138;0;168;b_br_27_adamantina;x;
155;136;0;191;b_br_27_junqueir_polis;x;
156;88;23;179;b_br_27_arabela;x;
157;214;170;215;b_br_27_itapeva;x;
158;212;132;180;b_br_27_itarar_;x;
159;186;105;202;b_br_27_cap_o_bonito;x;
160;229;146;188;b_br_27_apia_;x;
161;248;99;93;b_br_27_avar_;x;
162;215;147;30;b_br_27_piraju;x;
163;226;137;61;b_br_27_cerqueira_c_sar;x;
164;95;136;158;b_br_27_cajati;x;
165;78;170;148;b_br_27_registro;x;
166;81;122;128;b_br_27_sapatu;x;
167;223;188;221;b_br_27_juqui_;x;
168;188;185;170;b_br_27_iguape;x;
169;186;176;172;b_br_27_canan_ia;x;
170;138;91;40;b_br_21_rio_janeiro;x;
171;112;97;23;b_br_21_nil_polis;x;
172;121;93;0;b_br_21_camorim;x;
173;149;121;44;b_br_21_nova_igua_u;x;
174;153;109;101;b_br_21_duque_caxias;x;
175;146;74;60;b_br_21_itagua_;x;
176;182;134;53;b_br_21_bar_o_do_iriri;x;
177;252;176;17;b_br_21_niter_i;x;
178;225;196;16;b_br_21_itabora_;x;
179;196;71;147;b_br_21_volta_redonda;x;
180;185;27;161;b_br_21_barra_mansa;x;
181;3;47;138;b_br_21_japeri;x;
182;0;5;113;b_br_21_miguel_pereira;x;
183;201;121;0;b_br_21_tr_s_rios;x;
184;176;55;3;b_br_21_valen_a;x;
185;219;123;17;b_br_21_rapa_queijo;x;
186;128;228;3;b_br_21_resende;x;
187;88;215;37;b_br_21_real;x;
188;80;198;39;b_br_21_itatiaia;x;
189;231;156;63;b_br_21_campos_dos_goytacazes;x;
190;204;110;67;b_br_21_quixaba;x;
191;241;99;39;b_br_21_serrinha;x;
192;186;151;23;b_br_21_nova_campos;x;
193;43;89;144;b_br_21_maca_;x;
194;27;96;145;b_br_21_rio_das_ostras;x;
195;160;57;155;b_br_21_itaperuna;x;
196;171;50;147;b_br_21_bom_jesus_do_itabapoana;x;
197;172;67;110;b_br_21_porci_ncula;x;
198;167;170;165;b_br_08_gua_u_;x;
199;146;139;182;b_br_08_i_na;x;
200;161;200;158;b_br_08_muniz_freire;x;
201;127;118;32;b_br_21_santo_ant_nio_p_dua;x;
202;104;150;61;b_br_21_miracema;x;
203;60;99;133;b_br_21_s_o_fid_lis;x;
204;64;99;163;b_br_21_barro_branco;x;
205;65;84;118;b_br_21_amazonas;x;
206;133;221;92;b_br_21_s_o_jo_o_da_barra;x;
207;148;252;119;b_br_21_s_o_francisco_itabapoana;x;
208;171;196;125;b_br_21_santa_luzia;x;
209;75;0;168;b_br_21_petr_polis;x;
210;93;0;202;b_br_21_santa_catarina;x;
211;205;233;110;b_br_21_teres_polis;x;
212;211;184;69;b_br_21_cachoeiras_macacu;x;
213;206;170;98;b_br_21_pomar;x;
214;82;136;0;b_br_21_nova_friburgo;x;
215;100;134;47;b_br_21_silva_jardim;x;
216;64;190;20;b_br_21_doutor_elias;x;
217;87;172;46;b_br_21_parque_dos_alpes;x;
218;102;112;116;b_br_21_araruama;x;
219;98;141;55;b_br_21_rio_bonito;x;
220;165;188;131;b_br_21_cabo_frio;x;
221;146;126;87;b_br_21_iguaba_grande;x;
222;135;124;120;b_br_21_arma_o_b_zios;x;
223;134;0;167;b_br_21_angra_dos_reis;x;
224;134;27;176;b_br_21_longa;x;
225;160;22;142;b_br_21_bracui;x;
226;61;106;24;b_br_21_mangaratiba;x;
227;115;86;38;b_br_21_rio_claro;x;
228;121;93;12;b_br_21_escola_pesca;x;
229;64;115;155;b_br_21_paraty;x;
230;57;95;133;b_br_21_sert_o_do_taquari;x;
231;211;131;155;b_br_15_belo_horizonte;x;
232;221;132;159;b_br_15_esmeraldas;x;
233;186;138;157;b_br_15_brumadinho;x;
234;184;147;178;b_br_15_caet_;x;
235;240;131;178;b_br_15_taquara_u_minas;x;
236;161;91;162;b_br_15_sete_lagoas;x;
237;175;118;168;b_br_15_baldim;x;
238;195;71;167;b_br_15_ara_a_;x;
239;250;72;145;b_br_15_ouro_preto;x;
240;255;53;172;b_br_15_mariana;x;
241;200;56;172;b_br_15_itabirito;x;
242;227;88;189;b_br_15_bar_o_cocais;x;
243;213;161;80;b_br_15_varginha;x;
244;203;207;96;b_br_15_tr_s_cora_es;x;
245;205;209;106;b_br_15_tr_s_pontas;x;
246;154;1;95;b_br_15_pouso_alegre;x;
247;206;4;64;b_br_15_camanducaia;x;
248;173;8;86;b_br_15_jacutinga;x;
249;213;8;87;b_br_15_ataque;x;
250;62;188;191;b_br_15_po_os_caldas;x;
251;70;172;222;b_br_15_campestre;x;
252;64;182;202;b_br_15_s_o_jos_da_cachoeira;x;
253;116;217;46;b_br_15_alfenas;x;
254;81;244;22;b_br_15_boa_esperan_a;x;
255;57;235;58;b_br_15_machado;x;
256;222;44;85;b_br_15_s_o_louren_o;x;
257;195;58;74;b_br_15_caxambu;x;
258;179;21;70;b_br_15_passa_quatro;x;
259;167;34;31;b_br_15_capit_o_do_esp_rito_santo;x;
260;48;37;80;b_br_15_itajub_;x;
261;61;69;88;b_br_15_parais_polis;x;
262;167;192;87;b_br_15_divin_polis;x;
263;101;233;81;b_br_15_lagoa_da_prata;x;
264;166;203;105;b_br_15_bom_despacho;x;
265;183;91;58;b_br_15_par_minas;x;
266;145;45;46;b_br_15_pomp_u;x;
267;149;74;54;b_br_15_pitangui;x;
268;162;145;80;b_br_15_formiga;x;
269;139;122;86;b_br_15_piu_;x;
270;193;133;103;b_br_15_bambu_;x;
271;74;155;21;b_br_15_cl_udio;x;
272;104;144;25;b_br_15_oliveira;x;
273;119;145;43;b_br_15_para_dos_vilelas;x;
274;237;0;0;b_br_15_juiz_fora;x;
275;222;0;0;b_br_15_santos_dumont;x;
276;196;24;14;b_br_15_lima_duarte;x;
277;138;176;42;b_br_15_cataguases;x;
278;186;180;48;b_br_15_s_o_jo_o_nepomuceno;x;
279;178;186;38;b_br_15_bicas;x;
280;129;189;31;b_br_15_val_o_quente;x;
281;13;94;162;b_br_15_al_m_para_ba;x;
282;7;70;205;b_br_21_carmo;x;
283;19;85;165;b_br_21_contendas;x;
284;11;107;209;b_br_15_conselheiro_lafaiete;x;
285;54;101;173;b_br_15_congonhas;x;
286;38;78;170;b_br_15_catas_altas_da_noruega;x;
287;42;69;202;b_br_15_pereirinhas;x;
288;7;180;87;b_br_15_ub_;x;
289;24;211;94;b_br_15_rio_pomba;x;
290;38;184;54;b_br_15_divin_sia;x;
291;218;146;141;b_br_15_barbacena;x;
292;160;192;100;b_br_15_abreus;x;
293;207;155;156;b_br_15_ponte_chique_do_martelo;x;
294;23;127;107;b_br_15_vi_osa;x;
295;35;128;129;b_br_15_ponte_nova;x;
296;10;137;76;b_br_15_rio_casca;x;
297;193;132;180;b_br_15_ipatinga;x;
298;161;109;224;b_br_15_coronel_fabriciano;x;
299;179;176;192;b_br_15_santo_ant_nio_do_livramento;x;
300;81;23;35;b_br_15_caratinga;x;
301;78;21;26;b_br_15_inhapim;x;
302;102;72;43;b_br_15_bom_jesus_do_galho;x;
303;94;73;56;b_br_15_dona_carlota;x;
304;177;233;54;b_br_15_governador_valadares;x;
305;152;181;79;b_br_15_das_laranjeiras;x;
306;151;216;51;b_br_15_s_o_sebasti_o_do_bugre;x;
307;119;172;52;b_br_15_alto_para_so;x;
308;40;234;0;b_br_15_te_filo_otoni;x;
309;79;212;31;b_br_15_itambacuri;x;
310;92;174;0;b_br_15_malacacheta;x;
311;41;181;43;b_br_15_boa_uni_o_itabirinha;x;
312;19;210;13;b_br_15_novo_cruzeiro;x;
313;5;177;23;b_br_15_padre_para_so;x;
314;26;216;11;b_br_15_ponto_do_marambaia;x;
315;35;121;181;b_br_15_montes_claros;x;
316;79;139;215;b_br_15_bras_lia_minas;x;
317;79;131;174;b_br_15_cora_o_jesus;x;
318;38;169;176;b_br_15_jequita_;x;
319;153;216;131;b_br_15_bocai_va;x;
320;109;249;135;b_br_15_duas_barras;x;
321;123;211;189;b_br_15_francisco_dumont;x;
322;147;124;101;b_br_15_muria_;x;
323;169;106;101;b_br_15_carangola;x;
324;160;111;101;b_br_15_bom_jesus_do;x;
325;76;149;209;b_br_15_manhua_u;x;
326;62;144;210;b_br_15_matip_;x;
327;63;96;187;b_br_15_mutum;x;
328;87;108;179;b_br_15_maring_;x;
329;62;217;66;b_br_08_baixo_guandu;x;
330;70;223;69;b_br_15_resplendor;x;
331;62;183;88;b_br_15_campo_alegre_minas;x;
332;114;66;109;b_br_08_manten_polis;x;
333;61;116;124;b_br_08_maril_ndia;x;
334;121;114;116;b_br_08__guia_branca;x;
335;113;128;142;b_br_15_guaxup_;x;
336;109;95;102;b_br_15_s_o_sebasti_o_do_para_so;x;
337;156;127;98;b_br_15_muzambinho;x;
338;90;97;102;b_br_15_ant_nio_bueno;x;
339;74;6;29;b_br_15_passos;x;
340;78;69;0;b_br_15_carmo_do_rio_claro;x;
341;98;45;0;b_br_15_c_ssia;x;
342;73;74;169;b_br_15_lavras;x;
343;90;63;173;b_br_15_campo_belo;x;
344;83;44;166;b_br_15_esta_ao_carrancas;x;
345;192;71;89;b_br_15_s_o_jo_o_del_rei;x;
346;241;117;98;b_br_15_tiradentes;x;
347;232;133;88;b_br_15_capela_do_jaguara;x;
348;137;65;156;b_br_15_andrel_ndia;x;
349;154;113;183;b_br_21_campo_alegre;x;
350;27;121;84;b_br_15_paracatu;x;
351;36;90;116;b_br_15_vazante;x;
352;48;64;91;b_br_15_mundo_novo;x;
353;13;129;82;b_br_15_alegre;x;
354;195;121;187;b_br_29_formosa;x;
355;209;92;140;b_br_29_boa;x;
356;103;147;169;b_br_15_una_;x;
357;112;161;171;b_br_15_natal_ndia;x;
358;99;179;151;b_br_15_cabeceiras_da_mata;x;
359;98;64;163;b_br_15_buritis;x;
360;80;23;149;b_br_15_arinos;x;
361;100;33;140;b_br_15_uruana_minas;x;
362;124;85;137;b_br_15_itabira;x;
363;105;120;133;b_br_15_jo_o_monlevade;x;
364;110;115;131;b_br_15_s_o_domingos_do_prata;x;
365;83;120;159;b_br_15_severo;x;
366;179;102;166;b_br_15_diamantina;x;
367;160;107;207;b_br_15_presidente_kubitschek;x;
368;164;86;166;b_br_15_tome;x;
369;193;197;226;b_br_15_jana_ba;x;
370;207;198;168;b_br_15_barreiro_do_ja_ba;x;
371;182;196;222;b_br_15_serran_polis_minas;x;
372;224;152;213;b_br_15_rio_verde_minas;x;
373;120;105;127;b_br_15_janu_ria;x;
374;136;103;176;b_br_15_manga;x;
375;137;118;150;b_br_15_alteado;x;
376;111;81;137;b_br_15_s_o_pedro_das_tabocas;x;
377;66;139;91;b_br_15_s_o_francisco;x;
378;58;172;82;b_br_15_brand_o;x;
379;8;132;86;b_br_15_ribanceiras;x;
380;219;209;170;b_br_15_salinas;x;
381;171;206;109;b_br_15_taiobeiras;x;
382;194;154;168;b_br_15_rio_pardo_minas;x;
383;128;55;106;b_br_15_monte_azul;x;
384;140;7;100;b_br_15_espinosa;x;
385;154;63;76;b_br_15_montezuma;x;
386;98;191;17;b_br_15_ara_ua_;x;
387;118;226;0;b_br_15_tocoi_s_minas;x;
388;128;206;48;b_br_15_igicatu;x;
389;220;26;162;b_br_15_francisco_s_;x;
390;177;30;189;b_br_15_barroc_o;x;
391;168;0;176;b_br_15_ad_o_colares;x;
392;65;136;85;b_br_15_capelinha;x;
393;42;135;67;b_br_15_itamarandiba;x;
394;40;157;93;b_br_15_turmalina;x;
395;201;174;100;b_br_15_guanh_es;x;
396;235;213;129;b_br_15_santa_maria_do_sua_u_;x;
397;65;153;105;b_br_15_serro;x;
398;20;177;115;b_br_15_concei_o_do_mato_dentro;x;
399;142;169;57;b_br_15_pirapora;x;
400;101;203;109;b_br_15_v_rzea_da_palma;x;
401;132;203;94;b_br_15_santa_f_minas;x;
402;154;172;83;b_br_15_bom_jesus_da_vereda;x;
403;158;167;96;b_br_15_jo_o_pinheiro;x;
404;159;196;116;b_br_15_veredas;x;
405;139;164;132;b_br_15_col_nia_agro_pecu_ria_brasil_ndia;x;
406;123;141;159;b_br_15_lagoa_grande;x;
407;227;154;57;b_br_15_curvelo;x;
408;213;169;114;b_br_15_corinto;x;
409;185;158;98;b_br_15_presidente_juscelino;x;
410;199;86;101;b_br_15_nanuque;x;
411;194;120;92;b_br_15_carlos_chagas;x;
412;193;92;107;b_br_15_gabriel_passos;x;
413;162;116;121;b_br_15__guas_formosas;x;
414;121;157;162;b_br_15_joa_ma;x;
415;176;147;117;b_br_15_santa_helena_minas;x;
416;116;230;167;b_br_15_almenara;x;
417;67;239;127;b_br_15_colina;x;
418;61;212;108;b_br_15_altino;x;
419;109;190;118;b_br_15_aguada_nova;x;
420;28;189;65;b_br_15_barra_do_paraopeba;x;
421;58;169;86;b_br_15_s_o_geraldo_do_salto;x;
422;31;157;70;b_br_15_tr_s_marias;x;
423;114;120;224;b_br_08_velha;x;
424;102;143;186;b_br_08_guarapari;x;
425;97;159;214;b_br_08_viana;x;
426;176;160;78;b_br_08_linhares;x;
427;177;118;29;b_br_08_aracruz;x;
428;143;147;57;b_br_08_farias;x;
429;147;143;64;b_br_08_movelar;x;
430;96;62;192;b_br_08_colatina;x;
431;83;32;167;b_br_08_jo_o_neiva;x;
432;61;21;196;b_br_08_itagua_u;x;
433;40;135;107;b_br_08_s_o_mateus;x;
434;44;131;127;b_br_08_concei_o_da_barra;x;
435;0;145;128;b_br_08_montanha;x;
436;0;183;114;b_br_08_atalaia;x;
437;80;17;146;b_br_08_nova_ven_cia;x;
438;90;37;182;b_br_08_ecoporanga;x;
439;118;48;204;b_br_08_pav_o;x;
440;232;135;76;b_br_08_cachoeiro_itapemirim;x;
441;209;149;49;b_br_08_castelo;x;
442;224;137;41;b_br_08_mimoso_do_sul;x;
443;81;51;2;b_br_08_santa_maria_jetib_;x;
444;60;48;2;b_br_08_alfredo_chaves;x;
445;64;59;28;b_br_08_afonso_cl_udio;x;
446;42;41;90;b_br_15_uberl_ndia;x;
447;44;106;41;b_br_15_araguari;x;
448;43;55;43;b_br_15_tupaciguara;x;
449;74;75;53;b_br_15_prata;x;
450;148;179;193;b_br_15_uberaba;x;
451;199;202;144;b_br_15_concei_o_das_alagoas;x;
452;204;192;175;b_br_15_nova_ponte;x;
453;98;10;34;b_br_15_arax_;x;
454;120;5;48;b_br_15_ibi_;x;
455;136;0;45;b_br_15_sacramento;x;
456;109;52;141;b_br_15_patroc_nio;x;
457;93;54;159;b_br_15_brejo_bonito;x;
458;123;38;118;b_br_15_santa_luzia_dos_barros;x;
459;75;171;66;b_br_15_monte_carmelo;x;
460;69;184;79;b_br_15_coromandel;x;
461;67;191;86;b_br_15_castanha;x;
462;217;218;113;b_br_15_patos_minas;x;
463;176;216;126;b_br_15_carmo_do_parana_ba;x;
464;237;190;90;b_br_15_presidente_oleg_rio;x;
465;144;29;159;b_br_15_s_o_gotardo;x;
466;175;72;205;b_br_15_luz;x;
467;146;57;197;b_br_15_abaet_;x;
468;119;210;9;b_br_15_ituiutaba;x;
469;189;216;28;b_br_15_capin_polis;x;
470;147;207;14;b_br_15_santa_vit_ria;x;
471;37;18;100;b_br_15_iturama;x;
472;18;41;122;b_br_15_campina_verde;x;
473;0;0;130;b_br_15_uni_o;x;
474;149;63;51;b_br_15_frutal;x;
475;157;27;56;b_br_15_comendador_gomes;x;
476;196;23;39;b_br_15_itapagipe;x;
477;80;79;94;b_ca_on_toronto;x;
478;29;139;118;b_ca_on_mississauga;x;
479;29;97;128;b_ca_on_wildfield;x;
480;224;89;40;b_ca_on_hamilton;x;
481;234;58;50;b_ca_on_oakville;x;
482;128;80;47;b_ca_on_markham;x;
483;97;93;69;b_ca_on_newmarket;x;
484;36;77;194;b_ca_on_oshawa;x;
485;75;58;215;b_ca_on_ajax;x;
486;39;50;207;b_ca_on_uxbridge;x;
487;82;83;133;b_ca_on_st_catharines;x;
488;73;68;154;b_ca_on_niagara_falls;x;
489;83;57;3;b_ca_on_ottawa;x;
490;76;48;44;b_ca_on_kanata;x;
491;82;32;42;b_ca_on_fallingbrook;x;
492;51;62;45;b_ca_on_constance_bay;x;
493;66;59;150;b_ca_on_cornwall;x;
494;23;35;161;b_ca_on_morrisburg;x;
495;65;31;140;b_ca_on_maxville;x;
496;169;52;27;b_ca_on_brockville;x;
497;217;55;31;b_ca_on_smiths_falls;x;
498;206;33;1;b_ca_on_gananoque;x;
499;75;50;10;b_ca_on_clarence_rockland;x;
500;66;25;23;b_ca_on_hawkesbury;x;
501;65;1;51;b_ca_on_l_orignal;x;
502;177;56;124;b_ca_on_london;x;
503;204;75;80;b_ca_on_dorchester;x;
504;226;58;74;b_ca_on_delaware;x;
505;178;98;87;b_ca_on_port_stanley;x;
506;83;117;174;b_ca_on_windsor;x;
507;86;78;154;b_ca_on_chatham;x;
508;70;107;213;b_ca_on_leamington;x;
509;97;121;199;b_ca_on_bothwell;x;
510;49;120;115;b_ca_on_brantford;x;
511;104;71;126;b_ca_on_norfolk;x;
512;109;116;93;b_ca_on_jarvis;x;
513;147;85;106;b_ca_on_woodstock;x;
514;167;78;127;b_ca_on_stratford;x;
515;165;64;120;b_ca_on_north_perth;x;
516;41;121;56;b_ca_on_sarnia;x;
517;38;111;77;b_ca_on_lambton_shores;x;
518;185;92;38;b_ca_on_kitchener;x;
519;213;44;0;b_ca_on_cambridge;x;
520;172;41;0;b_ca_on_guelph;x;
521;113;61;75;b_ca_on_barrie;x;
522;116;92;62;b_ca_on_orillia;x;
523;143;76;93;b_ca_on_alliston;x;
524;41;79;178;b_ca_on_owen_sound;x;
525;43;91;151;b_ca_on_collingwood;x;
526;0;80;177;b_ca_on_hanover;x;
527;29;127;7;b_ca_on_south_huron;x;
528;40;155;69;b_ca_on_huron_east;x;
529;64;142;55;b_ca_on_goderich;x;
530;69;77;49;b_ca_on_orangeville;x;
531;54;134;13;b_ca_on_harriston;x;
532;42;114;31;b_ca_on_fergus;x;
533;51;82;58;b_ca_on_kincardine;x;
534;23;93;74;b_ca_on_mount_hope;x;
535;12;146;98;b_ca_on_tobermory;x;
536;203;72;73;b_ca_on_kingston;x;
537;202;45;78;b_ca_on_greater_napanee;x;
538;7;73;4;b_ca_on_belleville;x;
539;54;63;4;b_ca_on_tweed;x;
540;0;59;29;b_ca_on_madoc;x;
541;155;47;58;b_ca_on_prince_edward;x;
542;175;27;66;b_ca_on_cobourg;x;
543;175;60;87;b_ca_on_warkworth;x;
544;162;13;139;b_ca_on_peterborough;x;
545;176;62;134;b_ca_on_lindsay;x;
546;158;4;126;b_ca_on_zion;x;
547;38;45;180;b_ca_on_petawawa;x;
548;26;93;119;b_ca_on_arnprior;x;
549;62;56;122;b_ca_on_killaloe;x;
550;132;147;54;b_ca_on_huntsville;x;
551;138;173;50;b_ca_on_bracebridge;x;
552;157;174;20;b_ca_on_port_carling;x;
553;152;54;114;b_ca_on_carleton_place;x;
554;125;39;132;b_ca_on_perth;x;
555;212;52;30;b_ca_on_bancroft;x;
556;177;27;0;b_ca_on_madawaska;x;
557;169;32;32;b_ca_on_algonquin_park_east;x;
558;33;71;166;b_ca_on_haliburton_ge;x;
559;79;58;179;b_ca_on_bobcaygeon;x;
560;64;40;160;b_ca_on_ramona;x;
561;237;197;77;b_ca_on_wilberforce;x;
562;223;192;86;b_ca_on_woodview;x;
563;255;168;76;b_ca_on_the_ridge;x;
564;59;37;101;b_ca_on_weslemkoon;x;
565;84;28;41;b_ca_on_zealand;x;
566;66;9;93;b_ca_on_ompah;x;
567;171;148;77;b_ca_qc_montr_al;x;
568;53;198;95;b_ca_qc_blainville;x;
569;96;190;78;b_ca_qc_saint_eustache;x;
570;53;238;135;b_ca_qc_saint_j_r_me;x;
571;179;134;205;b_ca_qc_terrebonne;x;
572;210;131;145;b_ca_qc_repentigny;x;
573;169;156;185;b_ca_qc_joliette;x;
574;162;157;178;b_ca_qc_lavaltrie;x;
575;181;108;191;b_ca_qc_mandeville;x;
576;188;163;136;b_ca_qc_vaudreuil_dorion;x;
577;163;168;114;b_ca_qc_salaberry_de_valleyfield;x;
578;210;78;122;b_ca_qc_sainte_ad_le;x;
579;188;122;165;b_ca_qc_lachute;x;
580;208;96;156;b_ca_qc_calumet;x;
581;102;195;79;b_ca_qc_sainte_agathe_des_monts;x;
582;100;183;78;b_ca_qc_mont_tremblant;x;
583;67;225;30;b_ca_qc_la_conception;x;
584;58;90;67;b_ca_qc_qu_bec;x;
585;79;73;9;b_ca_qc_la_haute_saint_charles;x;
